Time [min:sec]	P [h Pa]	T [¡ÆC]	U [%]	Wsp [m/s]	Wdir [¡Æ]	Lon [¡Æ]   	Lat [¡Æ]  	Altitude [m]	Dew [¡ÆC]	Vi Te [¡ÆC]	Rs [m/min]
41:14         	611.4   	4.93  	18   	8.8      	255     	129.160903	35.182064	4232.4      	-17.5   	5.2       	116.6     
41:16         	611.1   	4.90  	18   	8.9      	256     	129.161090	35.182108	4236.3      	-17.5   	5.2       	116.6     
41:18         	610.8   	4.87  	18   	8.9      	256     	129.161281	35.182147	4240.2      	-17.5   	5.1       	116.6     
41:20         	610.5   	4.83  	18   	8.9      	256     	129.161472	35.182185	4244.1      	-17.6   	5.1       	116.6     
41:22         	610.2   	4.80  	18   	8.9      	256     	129.161663	35.182223	4248.0      	-17.6   	5.1       	116.6     
41:24         	609.9   	4.76  	18   	8.9      	256     	129.161854	35.182261	4251.9      	-17.6   	5.0       	116.6     
41:26         	609.6   	4.73  	18   	8.9      	256     	129.162045	35.182300	4255.8      	-17.6   	5.0       	117.7     
41:28         	609.3   	4.69  	18   	8.9      	256     	129.162237	35.182338	4259.7      	-17.6   	5.0       	118.5     
41:30         	609.0   	4.66  	18   	8.9      	256     	129.162428	35.182376	4263.7      	-17.6   	4.9       	118.5     
41:32         	608.7   	4.62  	18   	9.0      	256     	129.162619	35.182415	4267.6      	-17.6   	4.9       	118.5     
41:34         	608.5   	4.59  	18   	9.0      	256     	129.162810	35.182453	4271.6      	-17.6   	4.9       	118.5     
41:36         	608.2   	4.55  	18   	9.0      	256     	129.163001	35.182491	4275.5      	-17.7   	4.8       	118.5     
41:38         	607.9   	4.52  	18   	9.0      	256     	129.163192	35.182530	4279.5      	-17.7   	4.8       	118.5     
41:40         	607.6   	4.48  	18   	9.0      	256     	129.163383	35.182568	4283.4      	-17.7   	4.7       	118.5     
41:42         	607.3   	4.45  	18   	9.0      	256     	129.163574	35.182606	4287.4      	-17.7   	4.7       	118.5     
41:44         	607.0   	4.41  	18   	9.1      	256     	129.163765	35.182645	4291.3      	-17.7   	4.7       	118.5     
41:46         	606.7   	4.37  	18   	9.1      	256     	129.163957	35.182682	4295.3      	-17.7   	4.6       	118.5     
41:48         	606.4   	4.34  	18   	9.1      	256     	129.164151	35.182718	4299.2      	-17.7   	4.6       	118.5     
41:50         	606.1   	4.30  	18   	9.1      	256     	129.164345	35.182753	4303.2      	-17.8   	4.6       	118.5     
41:52         	605.8   	4.26  	18   	9.1      	257     	129.164539	35.182788	4307.1      	-17.8   	4.5       	118.5     
41:54         	605.5   	4.23  	18   	9.1      	257     	129.164733	35.182823	4311.1      	-17.8   	4.5       	118.5     
41:56         	605.2   	4.19  	18   	9.1      	257     	129.164926	35.182859	4315.0      	-17.8   	4.5       	118.5     
41:58         	604.9   	4.16  	18   	9.1      	257     	129.165120	35.182894	4319.0      	-17.8   	4.4       	117.6     
42:00         	604.6   	4.12  	18   	9.1      	258     	129.165314	35.182929	4322.9      	-17.8   	4.4       	117.6     
42:02         	604.3   	4.09  	18   	9.1      	258     	129.165508	35.182965	4326.8      	-17.8   	4.3       	117.6     
42:04         	604.1   	4.06  	18   	9.1      	258     	129.165702	35.183000	4330.7      	-17.8   	4.3       	117.6     
42:06         	603.8   	4.02  	18   	9.1      	258     	129.165896	35.183035	4334.6      	-17.8   	4.3       	117.6     
42:08         	603.5   	3.99  	18   	9.1      	258     	129.166090	35.183070	4338.5      	-17.8   	4.2       	117.6     
42:10         	603.2   	3.96  	18   	9.1      	259     	129.166283	35.183106	4342.5      	-17.9   	4.2       	117.6     
42:12         	602.9   	3.92  	18   	9.1      	259     	129.166477	35.183141	4346.4      	-17.9   	4.2       	117.6     
42:14         	602.6   	3.89  	18   	9.1      	259     	129.166671	35.183176	4350.3      	-17.9   	4.2       	117.6     
42:16         	602.3   	3.86  	19   	9.1      	259     	129.166865	35.183211	4354.2      	-17.9   	4.1       	117.6     
42:18         	602.0   	3.83  	19   	9.1      	259     	129.167062	35.183245	4358.1      	-17.9   	4.1       	117.6     
42:20         	601.7   	3.80  	19   	9.1      	259     	129.167263	35.183275	4362.1      	-17.9   	4.1       	117.6     
42:22         	601.4   	3.76  	19   	9.2      	259     	129.167464	35.183305	4366.0      	-17.9   	4.0       	117.6     
42:24         	601.1   	3.73  	19   	9.2      	259     	129.167665	35.183335	4369.9      	-18.0   	4.0       	117.6     
42:26         	600.9   	3.70  	19   	9.2      	259     	129.167866	35.183366	4373.8      	-18.0   	4.0       	117.6     
42:28         	600.6   	3.67  	19   	9.2      	259     	129.168067	35.183396	4377.7      	-18.0   	3.9       	116.2     
42:30         	600.3   	3.65  	19   	9.2      	260     	129.168268	35.183426	4381.5      	-18.0   	3.9       	115.7     
42:32         	600.0   	3.62  	19   	9.3      	260     	129.168469	35.183456	4385.4      	-18.1   	3.9       	115.7     
42:34         	599.7   	3.59  	18   	9.3      	260     	129.168670	35.183486	4389.3      	-18.1   	3.8       	115.7     
42:36         	599.4   	3.56  	18   	9.3      	260     	129.168871	35.183517	4393.1      	-18.1   	3.8       	115.7     
42:38         	599.2   	3.54  	18   	9.4      	260     	129.169072	35.183547	4397.0      	-18.2   	3.8       	115.7     
42:40         	598.9   	3.51  	18   	9.4      	260     	129.169273	35.183577	4400.8      	-18.3   	3.8       	115.7     
42:42         	598.6   	3.48  	18   	9.5      	260     	129.169474	35.183607	4404.7      	-18.4   	3.7       	115.7     
42:44         	598.3   	3.46  	18   	9.5      	260     	129.169675	35.183638	4408.6      	-18.5   	3.7       	115.7     
42:46         	598.0   	3.44  	18   	9.5      	260     	129.169876	35.183668	4412.4      	-18.6   	3.7       	115.7     
42:48         	597.7   	3.41  	18   	9.6      	261     	129.170085	35.183695	4416.3      	-18.7   	3.7       	115.7     
42:50         	597.4   	3.39  	18   	9.6      	261     	129.170294	35.183721	4420.1      	-18.8   	3.6       	115.7     
42:52         	597.2   	3.37  	17   	9.6      	261     	129.170504	35.183748	4424.0      	-18.9   	3.6       	115.7     
42:54         	596.9   	3.34  	17   	9.6      	261     	129.170713	35.183775	4427.8      	-19.0   	3.6       	115.7     
42:56         	596.6   	3.32  	17   	9.6      	261     	129.170923	35.183801	4431.7      	-19.1   	3.6       	116.0     
42:58         	596.3   	3.29  	17   	9.6      	261     	129.171133	35.183828	4435.6      	-19.3   	3.5       	117.3     
43:00         	596.0   	3.26  	17   	9.6      	261     	129.171342	35.183854	4439.5      	-19.4   	3.5       	117.3     
43:02         	595.7   	3.23  	17   	9.7      	261     	129.171552	35.183881	4443.4      	-19.5   	3.5       	117.3     
43:04         	595.4   	3.21  	17   	9.7      	261     	129.171761	35.183908	4447.3      	-19.6   	3.4       	117.3     
43:06         	595.2   	3.18  	17   	9.7      	261     	129.171971	35.183934	4451.3      	-19.7   	3.4       	117.3     
43:08         	594.9   	3.15  	16   	9.7      	261     	129.172180	35.183961	4455.2      	-19.8   	3.4       	117.3     
43:10         	594.6   	3.12  	16   	9.7      	261     	129.172390	35.183987	4459.1      	-19.9   	3.3       	117.3     
43:12         	594.3   	3.09  	16   	9.7      	262     	129.172600	35.184014	4463.0      	-20.0   	3.3       	117.3     
43:14         	594.0   	3.07  	16   	9.7      	262     	129.172809	35.184041	4466.9      	-20.2   	3.3       	117.3     
43:16         	593.7   	3.05  	16   	9.7      	263     	129.173019	35.184067	4470.8      	-20.4   	3.3       	117.3     
43:18         	593.4   	3.03  	15   	9.7      	263     	129.173229	35.184091	4474.7      	-20.6   	3.2       	117.3     
43:20         	593.2   	3.01  	15   	9.7      	264     	129.173441	35.184101	4478.6      	-20.8   	3.2       	117.3     
43:22         	592.9   	2.99  	15   	9.7      	264     	129.173653	35.184112	4482.5      	-21.0   	3.2       	117.3     
43:24         	592.6   	2.98  	15   	9.7      	265     	129.173865	35.184122	4486.4      	-21.2   	3.2       	117.3     
43:26         	592.3   	2.96  	14   	9.7      	265     	129.174077	35.184133	4490.4      	-21.4   	3.1       	117.3     
43:28         	592.0   	2.94  	14   	9.7      	266     	129.174289	35.184143	4494.4      	-21.6   	3.1       	121.0     
43:30         	591.7   	2.91  	14   	9.7      	266     	129.174501	35.184154	4498.4      	-21.9   	3.1       	121.5     
43:32         	591.4   	2.89  	14   	9.7      	267     	129.174713	35.184164	4502.5      	-22.0   	3.1       	121.5     
43:34         	591.1   	2.86  	14   	9.7      	267     	129.174925	35.184175	4506.5      	-22.0   	3.0       	121.5     
43:36         	590.8   	2.84  	14   	9.7      	268     	129.175137	35.184185	4510.6      	-22.1   	3.0       	121.5     
43:38         	590.5   	2.81  	14   	9.7      	268     	129.175349	35.184196	4514.6      	-22.1   	3.0       	121.5     
43:40         	590.2   	2.78  	14   	9.7      	269     	129.175561	35.184207	4518.7      	-22.1   	3.0       	121.5     
43:42         	589.9   	2.76  	14   	9.7      	269     	129.175773	35.184217	4522.7      	-22.2   	2.9       	121.5     
43:44         	589.6   	2.73  	14   	9.7      	270     	129.175985	35.184228	4526.8      	-22.2   	2.9       	121.5     
43:46         	589.3   	2.71  	14   	9.7      	270     	129.176197	35.184238	4530.8      	-22.3   	2.9       	121.5     
43:48         	589.0   	2.68  	14   	9.7      	271     	129.176407	35.184236	4534.9      	-22.3   	2.9       	121.5     
43:50         	588.8   	2.65  	14   	9.7      	271     	129.176615	35.184227	4538.9      	-22.3   	2.8       	121.5     
43:52         	588.5   	2.62  	14   	9.6      	271     	129.176822	35.184217	4543.0      	-22.2   	2.8       	121.5     
43:54         	588.2   	2.60  	14   	9.6      	272     	129.177030	35.184207	4547.0      	-22.1   	2.8       	121.5     
43:56         	587.9   	2.57  	14   	9.6      	272     	129.177238	35.184198	4551.1      	-22.1   	2.8       	121.5     
43:58         	587.6   	2.54  	14   	9.5      	272     	129.177445	35.184188	4555.1      	-22.0   	2.7       	121.6     
44:00         	587.3   	2.51  	14   	9.5      	273     	129.177653	35.184178	4559.2      	-21.9   	2.7       	121.6     
44:02         	587.0   	2.48  	14   	9.5      	273     	129.177861	35.184169	4563.2      	-21.9   	2.7       	121.6     
44:04         	586.7   	2.45  	15   	9.4      	274     	129.178069	35.184159	4567.3      	-21.8   	2.6       	121.6     
44:06         	586.4   	2.41  	15   	9.4      	274     	129.178276	35.184149	4571.4      	-21.7   	2.6       	121.6     
44:08         	586.1   	2.38  	15   	9.4      	274     	129.178484	35.184140	4575.4      	-21.7   	2.6       	121.6     
44:10         	585.8   	2.35  	15   	9.3      	275     	129.178692	35.184130	4579.5      	-21.7   	2.5       	121.6     
44:12         	585.5   	2.32  	15   	9.3      	275     	129.178900	35.184120	4583.5      	-21.6   	2.5       	121.6     
44:14         	585.2   	2.28  	15   	9.3      	275     	129.179107	35.184111	4587.6      	-21.6   	2.5       	121.6     
44:16         	584.9   	2.25  	15   	9.2      	275     	129.179315	35.184101	4591.6      	-21.6   	2.4       	121.6     
44:18         	584.6   	2.22  	15   	9.2      	275     	129.179514	35.184086	4595.7      	-21.6   	2.4       	121.6     
44:20         	584.3   	2.18  	15   	9.2      	275     	129.179712	35.184071	4599.7      	-21.6   	2.4       	121.6     
44:22         	584.1   	2.15  	15   	9.2      	275     	129.179909	35.184055	4603.8      	-21.6   	2.3       	121.6     
44:24         	583.8   	2.11  	15   	9.1      	275     	129.180107	35.184040	4607.9      	-21.6   	2.3       	121.6     
44:26         	583.5   	2.08  	15   	9.1      	275     	129.180305	35.184024	4611.9      	-21.6   	2.3       	121.6     
44:28         	583.2   	2.04  	15   	9.1      	275     	129.180502	35.184008	4616.0      	-21.5   	2.2       	121.4     
44:30         	582.9   	2.01  	15   	9.1      	275     	129.180700	35.183993	4620.0      	-21.5   	2.2       	120.5     
44:32         	582.6   	1.97  	15   	9.0      	275     	129.180897	35.183977	4624.0      	-21.5   	2.2       	120.5     
44:34         	582.3   	1.93  	15   	9.0      	276     	129.181095	35.183962	4628.0      	-21.5   	2.1       	120.5     
44:36         	582.0   	1.90  	15   	9.0      	276     	129.181293	35.183946	4632.0      	-21.5   	2.1       	120.5     
44:38         	581.7   	1.86  	16   	9.0      	276     	129.181490	35.183930	4636.0      	-21.5   	2.1       	120.5     
44:40         	581.4   	1.83  	16   	8.9      	276     	129.181688	35.183915	4640.1      	-21.5   	2.0       	120.5     
44:42         	581.1   	1.79  	16   	8.9      	276     	129.181886	35.183899	4644.1      	-21.5   	2.0       	120.5     
44:44         	580.9   	1.76  	16   	8.9      	276     	129.182083	35.183884	4648.1      	-21.5   	2.0       	120.5     
44:46         	580.6   	1.72  	16   	8.8      	276     	129.182281	35.183868	4652.1      	-21.5   	1.9       	120.5     
44:48         	580.3   	1.69  	16   	8.8      	276     	129.182476	35.183852	4656.1      	-21.4   	1.9       	120.5     
44:50         	580.0   	1.65  	16   	8.8      	276     	129.182666	35.183834	4660.1      	-21.4   	1.9       	120.5     
44:52         	579.7   	1.62  	16   	8.8      	276     	129.182857	35.183817	4664.1      	-21.4   	1.8       	120.5     
44:54         	579.4   	1.59  	16   	8.8      	276     	129.183047	35.183800	4668.2      	-21.4   	1.8       	120.5     
44:56         	579.1   	1.55  	16   	8.7      	276     	129.183237	35.183782	4672.2      	-21.3   	1.7       	120.5     
44:58         	578.8   	1.52  	16   	8.7      	276     	129.183428	35.183765	4676.2      	-21.3   	1.7       	120.3     
45:00         	578.6   	1.48  	16   	8.7      	276     	129.183618	35.183748	4680.1      	-21.3   	1.7       	116.2     
45:02         	578.3   	1.45  	16   	8.7      	277     	129.183809	35.183730	4683.9      	-21.3   	1.6       	116.2     
45:04         	578.0   	1.41  	16   	8.7      	277     	129.183999	35.183713	4687.8      	-21.3   	1.6       	116.2     
45:06         	577.7   	1.38  	16   	8.7      	277     	129.184189	35.183696	4691.7      	-21.3   	1.6       	116.2     
45:08         	577.5   	1.34  	16   	8.7      	277     	129.184380	35.183678	4695.6      	-21.3   	1.5       	116.2     
45:10         	577.2   	1.31  	16   	8.7      	277     	129.184570	35.183661	4699.4      	-21.3   	1.5       	116.2     
45:12         	576.9   	1.27  	17   	8.7      	277     	129.184761	35.183644	4703.3      	-21.3   	1.5       	116.2     
45:14         	576.6   	1.24  	17   	8.7      	277     	129.184951	35.183626	4707.2      	-21.3   	1.4       	116.2     
45:16         	576.3   	1.20  	17   	8.7      	276     	129.185142	35.183609	4711.0      	-21.3   	1.4       	116.2     
45:18         	576.1   	1.17  	17   	8.7      	276     	129.185332	35.183591	4714.9      	-21.3   	1.4       	116.2     
45:20         	575.8   	1.13  	17   	8.6      	276     	129.185521	35.183578	4718.8      	-21.3   	1.3       	116.2     
45:22         	575.5   	1.10  	17   	8.6      	276     	129.185709	35.183565	4722.7      	-21.3   	1.3       	116.2     
45:24         	575.2   	1.06  	17   	8.6      	275     	129.185898	35.183552	4726.5      	-21.3   	1.3       	116.2     
45:26         	575.0   	1.02  	17   	8.6      	275     	129.186086	35.183539	4730.4      	-21.3   	1.2       	116.2     
45:28         	574.7   	0.99  	17   	8.6      	275     	129.186275	35.183527	4734.3      	-21.4   	1.2       	116.2     
45:30         	574.4   	0.95  	17   	8.6      	275     	129.186463	35.183514	4738.1      	-21.4   	1.2       	114.9     
45:32         	574.1   	0.92  	17   	8.6      	275     	129.186652	35.183501	4741.9      	-21.4   	1.1       	112.8     
45:34         	573.9   	0.88  	17   	8.6      	274     	129.186840	35.183488	4745.6      	-21.4   	1.1       	112.8     
45:36         	573.6   	0.84  	17   	8.6      	274     	129.187029	35.183475	4749.4      	-21.4   	1.0       	112.8     
45:38         	573.3   	0.81  	17   	8.6      	274     	129.187217	35.183462	4753.2      	-21.4   	1.0       	112.8     
45:40         	573.1   	0.77  	17   	8.6      	274     	129.187406	35.183449	4756.9      	-21.5   	1.0       	112.8     
45:42         	572.8   	0.74  	17   	8.6      	274     	129.187595	35.183436	4760.7      	-21.5   	0.9       	112.8     
45:44         	572.5   	0.70  	17   	8.6      	274     	129.187783	35.183423	4764.5      	-21.5   	0.9       	112.8     
45:46         	572.3   	0.67  	17   	8.6      	274     	129.187972	35.183411	4768.2      	-21.5   	0.9       	112.8     
45:48         	572.0   	0.63  	17   	8.6      	274     	129.188160	35.183398	4772.0      	-21.5   	0.8       	112.8     
45:50         	571.7   	0.60  	17   	8.6      	274     	129.188347	35.183387	4775.7      	-21.5   	0.8       	112.8     
45:52         	571.5   	0.56  	17   	8.6      	274     	129.188533	35.183377	4779.5      	-21.6   	0.8       	112.8     
45:54         	571.2   	0.53  	17   	8.6      	274     	129.188720	35.183367	4783.3      	-21.6   	0.7       	112.8     
45:56         	570.9   	0.49  	17   	8.6      	274     	129.188906	35.183357	4787.0      	-21.6   	0.7       	112.8     
45:58         	570.7   	0.46  	17   	8.5      	274     	129.189092	35.183347	4790.8      	-21.6   	0.7       	112.6     
46:00         	570.4   	0.42  	17   	8.5      	274     	129.189279	35.183337	4794.5      	-21.6   	0.6       	112.0     
46:02         	570.1   	0.39  	17   	8.5      	274     	129.189465	35.183327	4798.2      	-21.6   	0.6       	112.0     
46:04         	569.9   	0.36  	17   	8.5      	274     	129.189651	35.183317	4802.0      	-21.6   	0.6       	112.0     
46:06         	569.6   	0.32  	17   	8.5      	274     	129.189838	35.183307	4805.7      	-21.6   	0.5       	112.0     
46:08         	569.3   	0.29  	17   	8.4      	274     	129.190024	35.183297	4809.4      	-21.6   	0.5       	112.0     
46:10         	569.1   	0.25  	17   	8.4      	274     	129.190211	35.183287	4813.2      	-21.6   	0.4       	112.0     
46:12         	568.8   	0.22  	17   	8.4      	274     	129.190397	35.183278	4816.9      	-21.6   	0.4       	112.0     
46:14         	568.5   	0.19  	17   	8.4      	274     	129.190583	35.183268	4820.6      	-21.6   	0.4       	112.0     
46:16         	568.3   	0.16  	17   	8.4      	274     	129.190770	35.183258	4824.4      	-21.6   	0.4       	112.0     
46:18         	568.0   	0.12  	17   	8.4      	274     	129.190956	35.183248	4828.1      	-21.6   	0.3       	112.0     
46:20         	567.7   	0.09  	17   	8.3      	274     	129.191141	35.183238	4831.8      	-21.7   	0.3       	112.0     
46:22         	567.5   	0.06  	17   	8.3      	274     	129.191322	35.183228	4835.6      	-21.7   	0.3       	112.0     
46:24         	567.2   	0.02  	17   	8.3      	274     	129.191503	35.183218	4839.3      	-21.7   	0.2       	112.0     
46:26         	567.0   	-0.01 	18   	8.3      	274     	129.191684	35.183209	4843.0      	-21.7   	0.2       	112.0     
46:28         	566.7   	-0.04 	18   	8.3      	274     	129.191865	35.183199	4846.8      	-21.7   	0.2       	112.0     
46:30         	566.4   	-0.08 	18   	8.3      	274     	129.192046	35.183190	4850.5      	-21.7   	0.1       	112.0     
46:32         	566.2   	-0.11 	18   	8.2      	274     	129.192227	35.183180	4854.2      	-21.7   	0.1       	109.8     
46:34         	565.9   	-0.14 	18   	8.2      	274     	129.192408	35.183170	4857.8      	-21.7   	0.1       	109.5     
46:36         	565.7   	-0.18 	18   	8.2      	274     	129.192589	35.183161	4861.5      	-21.8   	0.0       	109.5     
46:38         	565.4   	-0.21 	18   	8.2      	274     	129.192770	35.183151	4865.1      	-21.8   	0.0       	109.5     
46:40         	565.1   	-0.24 	18   	8.2      	274     	129.192951	35.183142	4868.8      	-21.8   	-0.1      	109.5     
46:42         	564.9   	-0.28 	18   	8.2      	274     	129.193132	35.183132	4872.4      	-21.8   	-0.1      	109.5     
46:44         	564.6   	-0.31 	18   	8.2      	274     	129.193313	35.183122	4876.1      	-21.9   	-0.1      	109.5     
46:46         	564.4   	-0.35 	18   	8.2      	274     	129.193494	35.183113	4879.7      	-21.9   	-0.2      	109.5     
46:48         	564.1   	-0.38 	18   	8.2      	274     	129.193675	35.183103	4883.4      	-21.9   	-0.2      	109.5     
46:50         	563.9   	-0.42 	18   	8.2      	274     	129.193856	35.183094	4887.0      	-22.0   	-0.2      	109.5     
46:52         	563.6   	-0.45 	18   	8.2      	274     	129.194036	35.183084	4890.7      	-22.0   	-0.3      	109.5     
46:54         	563.3   	-0.48 	18   	8.2      	274     	129.194216	35.183074	4894.3      	-22.0   	-0.3      	109.5     
46:56         	563.1   	-0.52 	18   	8.2      	274     	129.194397	35.183064	4898.0      	-22.0   	-0.3      	109.5     
46:58         	562.8   	-0.55 	18   	8.2      	274     	129.194577	35.183055	4901.6      	-22.0   	-0.4      	109.5     
47:00         	562.6   	-0.59 	18   	8.2      	274     	129.194758	35.183045	4905.3      	-22.0   	-0.4      	109.5     
47:02         	562.3   	-0.62 	18   	8.2      	274     	129.194938	35.183035	4908.9      	-22.0   	-0.4      	108.8     
47:04         	562.1   	-0.66 	18   	8.2      	274     	129.195119	35.183026	4912.5      	-22.0   	-0.5      	108.4     
47:06         	561.8   	-0.69 	18   	8.2      	274     	129.195299	35.183016	4916.1      	-22.1   	-0.5      	108.4     
47:08         	561.6   	-0.73 	18   	8.2      	274     	129.195479	35.183006	4919.7      	-22.1   	-0.5      	108.4     
47:10         	561.3   	-0.76 	18   	8.2      	274     	129.195660	35.182996	4923.3      	-22.1   	-0.6      	108.4     
47:12         	561.0   	-0.80 	18   	8.2      	273     	129.195840	35.182987	4927.0      	-22.1   	-0.6      	108.4     
47:14         	560.8   	-0.83 	18   	8.2      	273     	129.196021	35.182977	4930.6      	-22.1   	-0.6      	108.4     
47:16         	560.5   	-0.86 	18   	8.2      	273     	129.196201	35.182967	4934.2      	-22.1   	-0.7      	108.4     
47:18         	560.3   	-0.89 	18   	8.2      	273     	129.196382	35.182957	4937.8      	-22.1   	-0.7      	108.4     
47:20         	560.0   	-0.93 	18   	8.1      	273     	129.196558	35.182952	4941.4      	-22.1   	-0.7      	108.4     
47:22         	559.8   	-0.96 	18   	8.1      	272     	129.196732	35.182950	4945.0      	-22.2   	-0.8      	108.4     
47:24         	559.5   	-0.99 	18   	8.0      	272     	129.196907	35.182947	4948.6      	-22.2   	-0.8      	108.4     
47:26         	559.3   	-1.02 	18   	8.0      	272     	129.197081	35.182944	4952.2      	-22.2   	-0.8      	108.4     
47:28         	559.0   	-1.06 	18   	8.0      	272     	129.197255	35.182942	4955.9      	-22.2   	-0.9      	108.4     
47:30         	558.8   	-1.08 	18   	7.9      	271     	129.197430	35.182939	4959.5      	-22.2   	-0.9      	108.4     
47:32         	558.5   	-1.11 	18   	7.9      	271     	129.197604	35.182936	4963.1      	-22.2   	-0.9      	109.8     
47:34         	558.2   	-1.14 	18   	7.9      	271     	129.197778	35.182934	4966.9      	-22.2   	-1.0      	112.0     
47:36         	558.0   	-1.17 	18   	7.9      	271     	129.197953	35.182931	4970.6      	-22.2   	-1.0      	112.0     
47:38         	557.7   	-1.20 	18   	7.8      	270     	129.198127	35.182929	4974.3      	-22.3   	-1.0      	112.0     
47:40         	557.5   	-1.23 	18   	7.8      	270     	129.198301	35.182926	4978.1      	-22.3   	-1.0      	112.0     
47:42         	557.2   	-1.26 	18   	7.8      	270     	129.198475	35.182923	4981.8      	-22.3   	-1.1      	112.0     
47:44         	556.9   	-1.29 	18   	7.8      	270     	129.198650	35.182921	4985.5      	-22.3   	-1.1      	112.0     
47:46         	556.7   	-1.32 	18   	7.7      	270     	129.198824	35.182918	4989.3      	-22.3   	-1.1      	112.0     
47:48         	556.4   	-1.34 	18   	7.7      	269     	129.198998	35.182915	4993.0      	-22.3   	-1.2      	112.0     
47:50         	556.2   	-1.37 	18   	7.7      	269     	129.199169	35.182916	4996.7      	-22.3   	-1.2      	112.0     
47:52         	555.9   	-1.40 	18   	7.7      	269     	129.199333	35.182921	5000.5      	-22.3   	-1.2      	112.0     
47:54         	555.6   	-1.43 	18   	7.6      	269     	129.199497	35.182925	5004.2      	-22.3   	-1.2      	112.0     
47:56         	555.4   	-1.46 	18   	7.6      	268     	129.199661	35.182930	5007.9      	-22.4   	-1.3      	112.0     
47:58         	555.1   	-1.49 	18   	7.6      	268     	129.199825	35.182935	5011.7      	-22.4   	-1.3      	112.0     
48:00         	554.9   	-1.51 	18   	7.6      	268     	129.199989	35.182940	5015.4      	-22.4   	-1.3      	112.0     
48:02         	554.6   	-1.53 	18   	7.5      	268     	129.200153	35.182945	5019.2      	-22.4   	-1.3      	112.6     
48:04         	554.3   	-1.55 	18   	7.5      	268     	129.200317	35.182949	5023.0      	-22.5   	-1.4      	113.7     
48:06         	554.1   	-1.57 	18   	7.5      	268     	129.200481	35.182954	5026.7      	-22.5   	-1.4      	113.7     
48:08         	553.8   	-1.59 	18   	7.4      	268     	129.200645	35.182959	5030.5      	-22.6   	-1.4      	113.7     
48:10         	553.6   	-1.62 	18   	7.4      	268     	129.200809	35.182964	5034.3      	-22.7   	-1.4      	113.7     
48:12         	553.3   	-1.64 	18   	7.4      	268     	129.200973	35.182969	5038.1      	-22.8   	-1.5      	113.7     
48:14         	553.0   	-1.66 	18   	7.3      	268     	129.201137	35.182974	5041.9      	-22.9   	-1.5      	113.7     
48:16         	552.8   	-1.67 	18   	7.3      	267     	129.201301	35.182978	5045.7      	-22.9   	-1.5      	113.7     
48:18         	552.5   	-1.67 	18   	7.3      	267     	129.201465	35.182983	5049.5      	-23.0   	-1.5      	113.7     
48:20         	552.2   	-1.67 	17   	7.3      	268     	129.201629	35.182988	5053.3      	-23.1   	-1.5      	113.7     
48:22         	552.0   	-1.67 	17   	7.3      	268     	129.201795	35.182992	5057.1      	-23.3   	-1.5      	113.7     
48:24         	551.7   	-1.68 	17   	7.4      	268     	129.201961	35.182996	5060.8      	-23.5   	-1.5      	113.7     
48:26         	551.5   	-1.68 	16   	7.4      	268     	129.202127	35.183000	5064.6      	-23.8   	-1.5      	113.7     
48:28         	551.2   	-1.68 	16   	7.4      	268     	129.202292	35.183004	5068.4      	-24.0   	-1.5      	113.7     
48:30         	550.9   	-1.68 	16   	7.4      	269     	129.202458	35.183007	5072.2      	-24.3   	-1.5      	113.7     
48:32         	550.7   	-1.67 	15   	7.5      	269     	129.202624	35.183011	5076.0      	-24.5   	-1.5      	112.7     
48:34         	550.4   	-1.65 	15   	7.5      	269     	129.202790	35.183015	5079.7      	-24.8   	-1.5      	111.2     
48:36         	550.2   	-1.63 	15   	7.5      	269     	129.202956	35.183019	5083.4      	-25.0   	-1.5      	111.2     
48:38         	549.9   	-1.61 	14   	7.5      	269     	129.203121	35.183023	5087.1      	-25.2   	-1.5      	111.2     
48:40         	549.6   	-1.59 	14   	7.6      	269     	129.203287	35.183027	5090.8      	-25.4   	-1.5      	111.2     
48:42         	549.4   	-1.57 	14   	7.7      	269     	129.203453	35.183031	5094.5      	-25.6   	-1.4      	111.2     
48:44         	549.1   	-1.55 	14   	7.8      	269     	129.203619	35.183035	5098.2      	-25.8   	-1.4      	111.2     
48:46         	548.9   	-1.53 	13   	7.9      	269     	129.203784	35.183039	5101.9      	-26.0   	-1.4      	111.2     
48:48         	548.6   	-1.51 	13   	8.0      	269     	129.203950	35.183043	5105.6      	-26.2   	-1.4      	111.2     
48:50         	548.4   	-1.47 	13   	8.1      	269     	129.204120	35.183046	5109.3      	-26.4   	-1.3      	111.2     
48:52         	548.1   	-1.43 	12   	8.2      	269     	129.204315	35.183042	5113.0      	-26.6   	-1.3      	111.2     
48:54         	547.9   	-1.38 	12   	8.3      	269     	129.204511	35.183038	5116.8      	-26.7   	-1.3      	111.2     
48:56         	547.6   	-1.34 	12   	8.4      	268     	129.204706	35.183034	5120.5      	-26.9   	-1.2      	111.2     
48:58         	547.3   	-1.30 	12   	8.5      	268     	129.204902	35.183030	5124.2      	-27.0   	-1.2      	111.2     
49:00         	547.1   	-1.25 	12   	8.6      	269     	129.205097	35.183026	5127.9      	-27.1   	-1.1      	111.2     
49:02         	546.9   	-1.21 	12   	8.7      	270     	129.205293	35.183021	5131.5      	-27.2   	-1.1      	108.7     
49:04         	546.6   	-1.17 	11   	8.8      	270     	129.205488	35.183017	5135.0      	-27.3   	-1.0      	104.7     
